New_Deal_Count,Product_Family,Product_Code,Product_Name
19,Service Desk,SDENTUPGD-L,"Ivanti Service Desk Enterprise Server Upgrade License ( from standard to enterprise), powered by Landesk"
3,Service Desk,SDHOSTAC-S,SD Host Admin Console
6,Service Desk,SDHOSTFXAN-S,SD Host Fixed End User
3,Service Desk,SDMIA-L,"Ivanti Service Desk Management Information Analytics License, powered by Landesk"
43,Service Desk,SDNISWO-L,"Ivanti Service Desk Network Integration- Event Manager License, powered by Landesk"
11,Service Desk,SDOT-L,"Ivanti Service Desk Open Touch License, powered by Landesk"
2,Service Desk,SDRM-L,"Ivanti Service Desk Resource Manager License, powered by Landesk"
2,Service Desk,SDSAASAC-S,"Ivanti Service Desk Saas Admin Console, powered by Landesk"
65,Service Desk,SDSAASCONAN-S,"Ivanti Service Desk SaaS Concurrent Analyst, powered by Landesk"
6,Service Desk,SDSAASEM,"Ivanti Service Desk SaaS Event Manager, powered by Landesk"
44,Service Desk,SDSAASENT-S,"Ivanti Service Desk SaaS Enterprise Server, powered by Landesk"
81,Service Desk,SDSAASFXAN-S,"Ivanti Service Desk SaaS Fixed Analyst, powered by Landesk"
15,Service Desk,SDSAASFXCON-S,"Ivanti Service Desk SaaS Fixed Console, powered by Landesk"
52,Service Desk,SDSAASVPN-S,"Ivanti Service Desk SaaS VPN, powered by Landesk"
346,Service Desk,SDSERVER-L,"Ivanti Service Desk Standard Server License, powered by Landesk"
3,Service Desk,SDSERVER-L-CZCH,"Ivanti Service Desk Server Lic  - Czch Only, powered by Landesk"
4,Service Desk,SDSERVER-S,"Ivanti Service Desk Strd Server Sub, powered by Landesk"
4,Service Desk,SDSERVERUPG-L,"Ivanti Service Desk Standard Server Upgrade License (from a previous version), powered by Landesk"
12,Service Desk,SDSTISVR-L,SD Comp Telephony Intg (CTI) Svr Lic
2,Service Desk,SMAKE,"Ivanti Active Knowledge Server -Enterprise, powered by Landesk"
10,Service Desk,SMAKL,LD Active Knowledge Server -Large
11,Service Desk,SMAKM,LD Active Knowledge Server -Medium
4,Service Desk,SMAKS,LD Active Knowledge Server -Small
2,Service Desk,SMCME,"Ivanti Configuration Manager Server-Enterprise, powered by Landesk"
11,Service Desk,SMCML,LD Configuration Manager Server-Large
17,Service Desk,SMCMM,LD Configuration Manager Server-Medium
4,Service Desk,SMCMS,LD Configuration Manager Server-Small
3,Service Desk,SMCSDE,"Ivanti Customer  Service Desk Server-Enterprise, powered by Landesk"
1,Service Desk,SMCSDL,LD Customer Service Desk Server-Large
4,Service Desk,SMCSDM,LD Customer Service Desk Server-Medium
2,Service Desk,SMCSDS,LD Customer Service Desk Server-Small
3,Service Desk,SMCTIS-L,LANDesk® Computer Telephony Integration (QGate CTI)-Small
2,Service Desk,SMDIGENE,Ivanti DTM Integ - Generic Connector -Enterprise
8,Service Desk,SMDIGENL,LD DTM Integ - Generic Connector -Large
10,Service Desk,SMDIGENM,LD DTM Integ - Generic Connector -Medium
3,Service Desk,SMDIGENS,LD DTM Integ - Generic Connector -Small
1,Service Desk,SMDIMSSMSE,Ivanti DTM Integ - MS SMS/SCCM-Enterprise
2,Service Desk,SMDIMSSMSL,LD DTM Integ - MS SMS/SCCM-Large
4,Service Desk,SMDIMSSMSM,LD DTM Integ - MS SMS/SCCM-Medium
1,Service Desk,SMDIMSSMSS,LD DTM Integ - MS SMS/SCCM-Small
3,Service Desk,SMMIL,LD MI Analytics Server -Large
3,Service Desk,SMMIM,LD MI Analytics Server -Medium
2,Service Desk,SMNISOL-L,LANDesk® Network Integration- Solarwinds Orion (Large)
1,Service Desk,SMNISOS-L,LANDesk® Network Integration- Solarwinds Orion (Small)
25,Service Desk,SMPMBP,LD Pass Me Base Package
25,Service Desk,SMPMBP,Pass Me Base Package
4,Service Desk,SMPPAM,"Ivanti Process Pack Asset Management, powered by Landesk"
1,Service Desk,SMPPE,"Ivanti Process Pack Licence-Enterprise, powered by Landesk"
5,Service Desk,SMPPHR,"Ivanti Process Pack Human Resources, powered by Landesk"
9,Service Desk,SMPPL,LD Process Pack Licence-Large
12,Service Desk,SMPPM,LD Process Pack Licence-Medium
1,Service Desk,SMPPRM,"Ivanti Process Pack Release Management, powered by Landesk"
4,Service Desk,SMPPS,LD Process Pack Licence-Small
7,Service Desk,SMRML,LD Resource Manager Server -Large
7,Service Desk,SMRMM,LD Resource Manager Server -Medium
2,Service Desk,SMRMS,LD Resource Manager Server -Small
5,Service Desk,SMSDE,LD Service Desk Server-Enterprise
19,Service Desk,SMSDL,LD Service Desk Server-Large
43,Service Desk,SMSDM,LD Service Desk Server-Medium
4,Service Desk,SMSDPSANE,"Ivanti Ivanti Service Desk Per Seat Analyst-Enterprise, powered by Landesk"
4,Service Desk,SMSDPSANE,S-E-LD Service Desk Per Seat Analyst
31,Service Desk,SMSDPSANL,LD Service Desk Per Seat Analyst-Large
31,Service Desk,SMSDPSANL,S-L-LD Service Desk Per Seat Analyst
70,Service Desk,SMSDPSANM,LD Service Desk Per Seat Analyst-Medium
70,Service Desk,SMSDPSANM,S-M-LD Service Desk Per Seat Analyst
73,Service Desk,SMSDPSANS,LD Service Desk Per Seat Analyst-Small
73,Service Desk,SMSDPSANS,S-S-LD Service Desk Per Seat Analyst
47,Service Desk,SMSDS,LD Service Desk Server-Small
3,Service Desk,SMSSSPE,"Ivanti Self Service (SP) Server -Enterprise, powered by Landesk"
14,Service Desk,SMSSSPL,LD Self Service (SP) Server -Large
41,Service Desk,SMSSSPM,LD Self Service (SP) Server -Medium
28,Service Desk,SMSSSPS,LD Self Service (SP) Server -Small
2,Service Desk,SMUPMISOLE,LANDesk® Network Integration- Solarwinds Orion (Upgrade - Large to Enterprise)
2,Service Desk,SMUPMISOLE,S-E-LD Network Integ - Solarwinds Orion (CB)
2,Service Desk,SMUPWDLE,LANDesk® Web Desk Server (Upgrade - Large to Enterprise)
2,Service Desk,SMUPWDLE,S-E-LD Web Desk Server (CB)
1,Service Desk,SMUPWDML,LANDesk® Web Desk Server (Upgrade - Medium to Large)
1,Service Desk,SMUPWDML,S-L-LD Web Desk Server (CB)
2,Service Desk,SMUPWDSM,LANDesk® Web Desk Server (Upgrade - Small to Medium)
2,Service Desk,SMUPWDSM,S-M-LD Web Desk Server (CB)
2,Service Desk,SMWASPM,"Ivanti Web Analyst (SP) Server, powered by Landesk"
2,Service Desk,SMWASPM,LD Web Analyst (SP) Server -Medium
3,Service Desk,SMWASPS,"Ivanti Web Analyst (SP) Server, powered by Landesk"
3,Service Desk,SMWASPS,LD Web Analyst (SP) Server -Small
2,Service Desk,SMWDE-L,"Ivanti Web Desk (Enterprise), powered by Landesk"
13,Service Desk,SMWDL-L,LANDesk® Web Desk (Large)
22,Service Desk,SMWDM-L,LANDesk® Web Desk (Medium)
20,Service Desk,SMWDS-L,LANDesk® Web Desk (Small)
2,Service Management,ALBCL0001,"Ivanti Livetime Base Perpetual License - Powered by HEAT, Volume Only"
1,Service Management,ALBSV0001,"Ivanti LiveTime Base Cloud SaaS - Powered by HEAT, Volume/Renewal Only, Renewal Only"
1,Service Management,ALCCL0001,"Ivanti Livetime Change Management Perpetual License - Powered by HEAT, Volume Only"
2,Service Management,ALICL0001,"Ivanti Livetime Incident Management Perpetual License - Powered by HEAT, Volume Only"
1,Service Management,ALPCL0001,"Ivanti Livetime Problem Management Perpetual License - Powered by HEAT, Volume Only"
2,Service Management,ALRCL0001,"Ivanti Livetime Request Management Perpetual License - Powered by HEAT, Volume Only"
6,Service Management,ASECL0001,"Ivanti LiveTime Standard Edition Perpetual License - Powered by HEAT, Volume Only"
3,Service Management,ASHCL0001,"Ivanti LiveTime Helpdesk Edition Perpetual License - Powered by HEAT, Volume Only"
1,Service Management,ASPCL0001,"Ivanti LiveTime Premium Edition Perpetual License - Powered by HEAT, Volume Only"
1,Service Management,ASPSV0001,"Ivanti LiveTime Premium Edition Cloud SaaS - Powered by HEAT, Volume/Renewal Only"
4,Service Management,HTMCF0005,"Ivanti Service Desk Concurrent MSP Subscription, Powered by HEAT"
3,Service Management,HTMCF0006,"Ivanti Service Desk Named MSP Subscription, Powered by HEAT"
2,Shavlik MI for SCCM,S-MIMSS-C,Shavlik Management Intelligence for Microsoft System Center
27,Shavlik OEM Royalties,ROY-SH-PT-TLSS-C,VMware vCenter Protect OEM Royalty - Term License
11,Shavlik OEM Royalties,ROY-VP-PT-TLSS-C,Shavlik Protect OEM Royalty - Term License
1,Shavlik OEM Royalties,SKBD-CONTRACT-FEE-OEM,Contract Signing Fee
18,Shavlik OEM Royalties,SKBD-LICENSE-OEM,VMware vCenter Protect OEM Royalty - License
2,Shavlik OEM Royalties,SKBD-NREDEV-XXX-OEM,"Shavlik NRE, Developer Fees"
10,Shavlik OEM Royalties,SKBD-PASMT-SDK-OEM,Patch Assessment SDK License Royalties
62,Shavlik OEM Royalties,SKBD-SDKLIC-RYLTY-OEM,OEM Partner Royalties (SDK License)
5,Shavlik OEM Royalties,SKBD-SNS-OEM,VMware vCenter Protect OEM Royalty - SnS
6,Shavlik OEM Royalties,SKBD-SUPPORT-FEE-OEM,BD Partner Support Fee
54,Shavlik OEM Royalties,S-ROY-PT-C,"Ivanti Protect OEM Royalty - Perpetual License, powered by Shavlik"
4,Shavlik OEM Royalties,S-ROY-PT-PRE-C,Ivanti OEM Prepaid Royalties
77,Shavlik OEM Royalties,S-ROY-PT-SSS-C,"Ivanti Protect OEM Royalty - SnS, powered by Shavlik"
126,Shavlik OEM Royalties,S-ROY-PT-TLSS-C,"Ivanti Protect OEM Royalty - Term License, powered by Shavlik"
5,Shavlik Patch,SKPD-SCUPG-SUB1,U.S. Federal VMware vCenter Protect Update Catalog: Term License + Basic Support for 1 year
7,Shavlik Patch,SKPD-SCUPG-SUB3,U.S. Federal VMware vCenter Protect Update Catalog: Term License + Basic Support for 3 years
213,Shavlik Patch,SKPD-SCUP-SUB1,VMware vCenter Protect Update Catalog: Term License + Basic Support for 1 year
8,Shavlik Patch,SKPD-SCUP-SUB2,VMware vCenter Protect Update Catalog: Term License + Basic Support for 2 years
131,Shavlik Patch,SKPD-SCUP-SUB3,VMware vCenter Protect Update Catalog: Term License + Basic Support for 3 years
73,Shavlik Patch,S-PSCCM-L,"Ivanti Patch for Microsoft System Center License, powered by Shavlik"
1,Shavlik Patch,S-PSCCM-L-F,"U.S. Federal Ivanti Patch for Microsoft System Center License, powered by Shavlik"
21,Shavlik Patch,S-PSCCM-S,"Ivanti Patch for Microsoft System Center: Subscription, powered by Shavlik"
8,Shavlik Patch,S-PSCCM-S-01,"Ivanti Patch for Microsoft System Center: Subscription 1Y 100-2499 Nodes, powered by Shavlik"
1,Shavlik Patch,S-PSCCM-S-02,"Ivanti Patch for Microsoft System Center: Subscription 1Y 2500-4999 Nodes, powered by Shavlik"
7,Shavlik Patch,S-PSCCM-S-03,"Ivanti Patch for Microsoft System Center: Subscription 1Y 5000-9999 Nodes, powered by Shavlik"
8,Shavlik Patch,S-PSCCM-S-04,"Ivanti Patch for Microsoft System Center: Subscription 1Y 10,000+ Nodes, powered by Shavlik"
1,Shavlik Patch,S-PSCCM-S-F,"U.S. Federal Ivanti Patch for Microsoft System Center: Subscription, powered by Shavlik"
10,Shavlik Patch,S-SCUP-2G-TLSS-C,"Ivanti Patch for Microsoft System Center: Term License + Support for 2 year, powered by Shavlik"
1,Shavlik Patch,S-SCUP-2G-TLSS-F,"U.S. Federal Ivanti Patch for Microsoft System Center: Term License + Support for 2 year, powered by Shavlik"
258,Shavlik Patch,S-SCUP-3G-TLSS-C,"Ivanti Patch for Microsoft System Center: Term License + Support for 3 year, powered by Shavlik"
6,Shavlik Patch,S-SCUP3GTLSS-C-R,"Ivanti Patch for Microsoft System Center: Term License + Support for 3 years - Renewal, powered by Shavlik"
6,Shavlik Patch,S-SCUP-3G-TLSS-F,"U.S. Federal Ivanti Patch for Microsoft System Center: Term License + Support for 3 year, powered by Shavlik"
165,Shavlik Patch,S-SCUP-G-TLSS-C,"Ivanti Patch for Microsoft System Center: Term License + Support for 1 year, powered by Shavlik"
2,Shavlik Patch,S-SCUPGTLSS-C-R,"Ivanti Patch for Microsoft System Center: Term License + Support for 1 year - Renewal, powered by Shavlik"
10,Shavlik Patch,S-SCUP-G-TLSS-F,"U.S. Federal Ivanti Patch for Microsoft System Center: Term License + Support for 1 year, powered by Shavlik"
6,Shavlik Patch,S-SCUP-S,"Ivanti Patch for SCCM 2007 SCUP Edition: Subscription 1Y, powered by Shavlik, Volume/Renewal Only"
12,Shavlik Patch,S-SCUP-S3,"Ivanti Patch for Microsoft System Center: Subscription 3Y, powered by Shavlik"
188,Shavlik Patch,S-SPMSSC-G-TLSS-C1,"Ivanti Patch for Microsoft System Center: Term License + Support for 1 year 100-2499 Nodes, powered by Shavlik"
4,Shavlik Patch,S-SPMSSCGTLSS-C1-R,"Ivanti Patch for Microsoft System Center: Term License + Support for 1 year 100-2499 Nodes - Renewal, powered by Shavlik"
54,Shavlik Patch,S-SPMSSC-G-TLSS-C2,"Ivanti Patch for Microsoft System Center: Term License + Support for 1 year 2500-4999 Nodes, powered by Shavlik"
50,Shavlik Patch,S-SPMSSC-G-TLSS-C3,"Ivanti Patch for Microsoft System Center: Term License + Support for 1 year 5000-9999 Nodes, powered by Shavlik"
1,Shavlik Patch,S-SPMSSCGTLSS-C3-R,"Ivanti Patch for Microsoft System Center: Term License + Support for 1 year 5000-9999 Nodes - Renewal, powered by Shavlik"
37,Shavlik Patch,S-SPMSSC-G-TLSS-C4,"Ivanti Patch for Microsoft System Center: Term License + Support for 1 year 10,000+ Nodes, powered by Shavlik"
6,Shavlik Patch,S-SPMSSC-G-TLSS-F1,"U.S. Federal Ivanti Patch for Microsoft System Center: Term License + Support for 1 year 100-2499 Nodes, powered by Shavlik"
1,Shavlik Patch,S-SPMSSC-G-TLSS-F2,"U.S. Federal Ivanti Patch for Microsoft System Center: Term License + Support for 1 year 2500-4999 Nodes, powered by Shavlik"
1,Shavlik Patch,S-SPMSSC-G-TLSS-F3,"U.S. Federal Ivanti Patch for Microsoft System Center: Term License + Support for 1 yr 5000-9999 Modes, powered by Shavlik"
5,Shavlik Patch,S-SPMSSC-G-TLSS-F4,"U.S. Federal Ivanti Patch for Microsoft System Center: Term License + Support for 1 year 10,000+ Nodes, powered by Shavlik"
153,Shavlik Patch,S-SPMSSC-L,"Ivanti Patch for Microsoft System Center - License, powered by Shavlik"
2,Shavlik Patch,S-SPMSSC-L-F,"U.S. Federal Ivanti Patch for Microsoft System Center - License, powered by Shavlik"
2,Shavlik Patch,VP-PUC-2G-TLSS-C,Shavlik Patch for Microsoft System Center: Term License + Basic Support for 2 year
50,Shavlik Patch,VP-PUC-3G-TLSS-C,Shavlik Patch for Microsoft System Center: Term License + Basic Support for 3 year
1,Shavlik Patch,VP-PUC-3G-TLSS-F,U.S. Federal Shavlik Patch for Microsoft System Center: Term License + Basic Support for 3 year
98,Shavlik Patch,VP-PUC-G-TLSS-C,Shavlik Patch for Microsoft System Center: Term License + Basic Support for 1 year
1,Shavlik Patch,VP-PUC-G-TLSS-F,U.S. Federal Shavlik Patch for Microsoft System Center: Term License + Basic Support for 1 year
8,Skype Adapter,LDSKYPEADPTR-L,Ivanti Skype Adapter License
340,System Manager,LDSY-L,"Ivanti System Manager, powered by Landesk"
1,TP Classic,SMCLSWSCCTI,S-TP Support Center - CTI
1,TP Classic,SMCLSWSCCTI,TP SUPPORT CENTER - CTI
8,UEM Other,CLMCL0002,Frontrange License Manager License
3,UEM Other,CLMCL0003,"Ivanti License Manager Perpetual License - Powered by HEAT, Volume Only"
29,UEM Other,HLMCL0001,"Ivanti HEAT License Manager Perpetual License - Powered by HEAT, Volume Only"
6,UEM Other,HLMCL0002,"Ivanti License Manager Migration License - Powered by HEAT, Volume Only"
40,UEM Other,HLMSV0001,"Ivanti LM Product Catalog Subscription - Powered by HEAT, Volume/Renewal Only"
15,UEM Other,HTPCL0009,"Ivanti MDM Perpetual License - Powered by HEAT, Renewal Only"
2,UEM Other,HTPCL0010,TouchDown
8,UEM Other,HTPSV0001,"Ivanti MDM Subscription - Powered by HEAT, Renewal Only"
18,User Management,HE-SUM-E,"Ivanti Secure User Management FTE HE, powered by Landesk"
107,User Management,LDSUM15-L,"Ivanti SUM 2015 Bundle Lic, powered by Landesk"
14,User Management,LDSUM15-L-UPG,"Ivanti SUM 2015 Bundle Upgrade Lic, powered by Landesk"
110,User Management,LDSUM-L,"Secure User Management Bundle Lic (Usr), powered by Landesk"
68,User Management,LDSUM-L-UPG,"Secure User Mgmt Bundle Lic UPG Ivanti MS Usr, powered by Landesk"
165,User Management,LDTUM15-L,"Ivanti TUM 2015 Bundle Lic, powered by Landesk"
47,User Management,LDTUM15-L-UPG,"Ivanti TUM 2015 Bundle Upgrade Lic, powered by Landesk"
138,User Management,LDTUM-L,"Total User Management Bundle Lic (USR), powered by Landesk"
74,User Management,LDTUM-L-UPG,"Total User Mgmt Bundle Lic UPG Ivanti Ms USR, powered by Landesk"
3,User Management,LDTUM-L-UPG-SUM,UPGRADE FROM SUMS TO TUM LICENSE
10,User Management,SUM-E,"Ivanti Secure User Management Suite FTE, powered by Landesk"
31,WINMAGIC,WMSDFDE-L,WinMagic FDE Lic
1,Xtraction,SNCONN-S,ServiceNow Connector for LDMS Subscription
2,Xtraction,S-XTRENSVRUPG-L-03,Xtraction Enterprise Server Upgrade License - From Standard Edition 2500+ Employees
2,Xtraction,S-XTRENTSVR-L-01,Ivanti Xtraction Enterprise Server SH License 1-499 Employees
1,Xtraction,S-XTRENTSVR-L-02,Ivanti Xtraction Enterprise Server SH License 500-2499 Employees
2,Xtraction,S-XTRENTSVR-L-03,Ivanti Xtraction Enterprise Server SH License 2500+ Employees
2,Xtraction,S-XTRPRB-L-01,Xtraction Protect Reporting Bundle License 1-499 Employees
2,Xtraction,S-XTRPRB-S1-01,Xtraction Protect Reporting Bundle Subscription 1-499 Employees 1 Yr
1,Xtraction,S-XTRPRB-S1-02,Xtraction Protect Reporting Bundle Subscription 500-2499 Employees 1 Yr
1,Xtraction,WL-XTRANALYST-L,Ivanti Xtraction Analyst - WL -Lic
1,Xtraction,WL-XTRCWL-L,Ivanti Xtraction Connector - WL Aval - Lic
1,Xtraction,WL-XTRRPTSVR-L,Wavelink Xtraction Reporting Server Bundle License
100,Xtraction,XTRANALYST-L,Ivanti Xtraction Analyst Lic
1,Xtraction,XTRANALYST-L-01,Ivanti Xtraction Analyst License 1-499 Employees
2,Xtraction,XTRANALYST-L-03,Ivanti Xtraction Analyst License 2500+ Employees
6,Xtraction,XTRANALYST-S,Ivanti Xtraction Analyst Sub
4,Xtraction,XTRCAVAYA-L,Ivanti Xtraction Connector - Avaya CMS Lic
1,Xtraction,XTRCAVAYA-S,Ivanti Xtraction Connector - Avaya CMS Sub
1,Xtraction,XTRCBMCCIM-L,Ivanti Xtraction Connector - BMC Controlm Lic
2,Xtraction,XTRCBMCFP-L,Ivanti Xtraction Connector - BMC Footprints Lic
9,Xtraction,XTRCBMCREM-L,Ivanti Xtraction Connector - BMC Remedy Lic
2,Xtraction,XTRCBMCREM-S,Ivanti Xtraction Connector - BMC Remedy Sub
1,Xtraction,XTRCCANIMSD-L,Ivanti Xtraction Connector- CA NIMSOFT Ivanti Service Desk Lic
1,Xtraction,XTRCCASAM-L,Ivanti Xtraction Connector - CA SAM Lic
1,Xtraction,XTRCCASC-L,Ivanti Xtraction Connector - CA Service Catalog Lic
3,Xtraction,XTRCCASDM-L,Ivanti Xtraction Connector - CA SDM/CMDB Lic
1,Xtraction,XTRCCASPEC-L,Ivanti Xtraction Connector - CA Spectrum Lic
3,Xtraction,XTRCCHER-L,Ivanti Xtraction Connector- Cherwell Service Mgmt Lic
4,Xtraction,XTRCCUCCX-L,Ivanti Xtraction Connector - Cisco UCCX Lic
3,Xtraction,XTRCCUST-L,Ivanti Xtraction Customer Connector Lic
1,Xtraction,XTRCFLEXNET-L,Ivanti Xtraction Connector - Flexera Flexnet Lic
1,Xtraction,XTRCFRITSM-L,Ivanti Xtraction Connector - Frontrange ITSM Lic
3,Xtraction,XTRCHPAM-L,Ivanti Xtraction Connector - HP Asset Manager Lic
3,Xtraction,XTRCHPSM-L,Ivanti Xtraction Connector - HP Service Manager Lic
1,Xtraction,XTRCHPSM-S,Ivanti Xtraction Connector - HP Service Manager Sub
1,Xtraction,XTRCINFRA-L,Ivanti Xtraction Connector - INFRA Lic
2,Xtraction,XTRCINT-L,Ivanti Xtraction Connector- Interactive Intelligence Lic
2,Xtraction,XTRCJIRA-L,Ivanti Xtraction Connector - JIRA JIRA Lic
5,Xtraction,XTRCMARVAL-L,Ivanti Xtraction Connector - Marval Lic
11,Xtraction,XTRCMSAD-L,Ivanti Xtraction Connector - MS Active Directory Lic
1,Xtraction,XTRCMSAD-L-03,Ivanti Xtraction Connector - MS Active Directory License 2500+ Employees
1,Xtraction,XTRCMSECM-L,XTR CONN - MANAGESOFT ECM LIC
11,Xtraction,XTRCMSSCCM-L,Ivanti Xtraction Connector - MS Sccm Lic
1,Xtraction,XTRCMSSCOM-L,Ivanti Xtraction Connector - MS Scom Lic
1,Xtraction,XTRCSCCM-L-01,Ivanti Xtraction Connector - MS SCCM License 1-499 Employees
1,Xtraction,XTRCSCCM-L-02,Ivanti Xtraction Connector - MS SCCM License 500-2499 Employees
2,Xtraction,XTRCSCCM-L-03,Ivanti Xtraction Connector - MS SCCM License 2500+ Employees
1,Xtraction,XTRCSCCM-S,Ivanti Xtraction Connector - MS SCCM Subscription
12,Xtraction,XTRCSN-L,Ivanti Xtraction Connector - Servicenow Lic
5,Xtraction,XTRCSW-L,Ivanti Xtraction Connector - Solarwinds - Node Manager Lic
24,Xtraction,XTRENSVRUPG-L,Ivanti Xtraction Enterprise Server UPG Lic - Fr Std
74,Xtraction,XTRENTSVR-L,Ivanti Xtraction Enterprise Server Lic
4,Xtraction,XTRENTSVR-S,Ivanti Xtraction Enterprise Server Sub
1,Xtraction,XTRVCENTER-L,Ivanti Xtraction Connector - VMWare vCenter License
9,Xtraction OEM Royalty,XTRROY-L,Ivanti Xtraction OEM Royalty - Lic
16,Xtraction OEM Royalty,XTRROY-M,Ivanti Xtraction OEM Royalty - Mnt
11,Xtraction OEM Royalty,XTRROY-S,Ivanti Xtraction OEM Royalty - Sub
