New_Deal_Count,Product_Family,Product_Code,Product_Name
2,Managed Planet,LDDADTSERPAC-S,"Ivanti Data Analytic DTS ERP AC Bnd Sub, powered by Landesk"
48,Managed Planet,LDDADTSERP-L,"Ivanti Data Analytics DTS ERP Bndle Lic, powered by Landesk"
20,Managed Planet,LDDADTS-L,"Ivanti Data Analytics Data Tran Svc Lic, powered by Landesk"
2,Managed Planet,LDDAERPTP-L,LANDESK DATA ANALYTICS EXEC RPT PACK LIC
1,Managed Planet,LDDAMSDC-L,"Ivanti Data Analytic MS Data Center Lic, powered by Landesk"
44,Managed Planet,LDDAMSSC-L,"Ivanti Data Analytics For MS Data Center Lic, powered by Landesk"
4,Managed Planet,LDDAMSSC-S,"Ivanti Data Analytics For MSSC Sub, powered by Landesk"
3,Managed Planet,LDDASAAS-S,"Ivanti Data Analytics DTS ERP Asset Lic, powered by Landesk"
2,Managed Planet,LDDASS-L,"Ivanti Data Analytic Software Store Lic, powered by Landesk"
2,Managed Planet,MPACL-L,Managed Planet Asset Control License
1,Managed Planet,MPACL-L-PROMO,MP Asset Control License Promo
13,Managed Planet,MPDTSAC-L,Managed Planet Data Translation Services and Asset Control Bundle LIC
5,Managed Planet,MPDTSAC-L-PROMO,MP DTS and AC Bundle License Promo
73,Managed Planet,MPDTSERPAC-L,"Managed Planet DTS, ERP and Asset Control Bundle LIC"
16,Managed Planet,MPDTSERPAC-L-PROMO,"MP DTS, ERP and AC Bundle License Promo"
10,Managed Planet,MPDTSERP-L,Managed Planet Data Translation Services and ERP Bundle LIC
2,Managed Planet,MPDTSERP-L-PROMO,MP DTS and ERP Bundle License Promo
11,Managed Planet,MPDTS-L,Managed Planet Data Translation Service License
2,Managed Planet,MPDTS-L-PROMO,MP Data Translation Services LIC Promo
2,Managed Planet,MPERPTP-L,Managed Planet Executive Report Pack License
2,Managed Planet,MPSS-L,Managed Planet Software Store LIC
11,MobileNow,MN GSP 12 D,MobileNow 1 year Single Device Access Subscription
41,MobileNow,MN GSP 12 U,MobileNow 1 year Single User Access
25,MobileNow,MN GSP 12 UB,1 year Mobile Bundle
2,MobileNow,MNA GSP 12 D,MobileNow 1 year Single Device Access
2,MobileNow,MNA GSP 12 U,MobileNow 1 year Single User Access
2,MobileNow,MNA GSP 36 U,MobileNow 3 year Single User Access
1,MobileNow,MNB GSP 12 U,MobileNow 1 year Single User Access
2,Nexthink,NXTHINKSVRBNDL-L,Nexthink Server Bundle License
14,Nexthink,NXTHNK-L,Nexthink Bundle License
2,Nexthink,NXTHNK-S,Nexthink Bundle Subscription
1,OEM,OEM-LDROYALTY,JSI OEM Royalty
439,OEM Licenced Royalties,OEM-LDROYALTY,JSI OEM Royalty
2,OEM licensed royalties,OEM-LDROYALTY,JSI OEM Royalty
2,Patch Manager,LDCCS-2003-S,"Ivanti Custom Content Support Sub - Win2003, powered by Landesk"
7,Patch Manager,LDCCS-S,"Ivanti Custom Content Support, powered by Landesk"
1,Patch Manager,LDCCS-XP-S,"Ivanti Custom Content Support Sub - WinXP, powered by Landesk"
28,Patch Manager,LDMSLITE-BR,LENOVO LDMS LITE PATCH SUB AND MAINT
1100,Patch Manager,LDPMAO-L,"Ivanti Patch Manager License (Add-on to Ivanti MS), powered by Landesk"
47,Patch Manager,LDPM-E,"Ivanti Patch Manager FTE (Stand Alone Product), powered by Landesk"
254,Patch Manager,LDPM-L,"Ivanti Patch Manager (Stand Alone Product), powered by Landesk"
47,Patch Manager,LDPM-L-MSP,"Ivanti Patch Manager MSP-Stand Alone, powered by Landesk"
4595,Patch Manager,LDPM-S,"Ivanti Patch Manager - Subscription, powered by Landesk"
4595,Patch Manager,LDPM-S,LANDesk Patch Manager Add-On Subscription to LDMS for TVT's
84,Patch Manager,LDPM-S-MSP,"Ivanti Patch for Endpoint Manager Monthly MSP, powered by Landesk"
3,PatchLink,ES-SV-S,"Ivanti Endpoint Security for Server Subscription, powered by HEAT"
8,PatchLink,ES-SV-S-MSP,"Ivanti Endpoint Security for Server Monthly MSP, powered by HEAT"
6,PatchLink,ES-WS-S,"Ivanti Endpoint Security for Workstation Subscription, powered by HEAT"
22,PatchLink,ES-WS-S-MSP,"Ivanti Endpoint Security for Workstation Monthly MSP, powered by HEAT"
48,PatchLink,HPECL0001,"Ivanti HEAT PatchLink (P&R) Perpetual License - Powered by HEAT, Volume Only"
6,PatchLink,HPESV0001,"Ivanti HEAT PatchLink (P&R) 1Yr Subscription - Powered by HEAT, Volume/Renewal Only"
20,PatchLink,P-SV-L,"Ivanti Patch for Linux Unix License, powered by HEAT"
6,PatchLink,P-SV-S,"Ivanti Patch for Linux Unix Subscription 1 Yr, powered by HEAT"
20,PatchLink,P-WS-L,"Ivanti Patch for Mac License, powered by HEAT"
5,PatchLink,P-WS-S,"Ivanti Patch for Mac Subscription, powered by HEAT"
4,PatchLink,S-P-SV-L,"Ivanti Patch for Linux Unix License, powered by HEAT"
1,PatchLink,S-P-SV-S,"Ivanti Patch for Linux Unix Subscription 1 Yr, powered by HEAT"
1,PatchLink,S-P-WS-L,"Ivanti Patch for Mac License, powered by HEAT"
1,Performance Manager,PM GSP 01 H,Performance Manager Hosted - 1 Month Subscription License
85,Performance Manager,PM LIC 00 F,"Performance Manager - Named User License, powered by AppSense"
7,Performance Manager,PM LIC 00 P,Performance Manager - Single Platform Licence - Named User
93,Performance Manager,PM LIC 00 T,"Performance Manager - Concurrent User License, powered by AppSense"
93,Performance Manager,PM LIC 00 T,Performance Manager -User License - Terminal Server
1,Performance Manager,PM LIC 00 TS,Performance Manager - Terminal Server License
11,Power Management,LDPW-L,LANDesk Power Manager
2,Process Manager,LDPIMI,"Ivanti Process Integration Module (Category I), powered by Landesk"
1,Process Manager,LDPIMII,LANDesk Process Integration Module (Category II)
40,Process Manager,LDPR-L,LANDESK PROCESS MANAGER
1,Process Manager,LDPR-L-PROMO,LANDESK PROCESS MANAGER LIC - PROMO
1,Process Manager,LDPR-L-PROMO,LANDesk Process Manager Promotional Add-on to existing licenses
25,Protect,LD-SHPROSV-L,"Ivanti Patch for Windows for Server License, powered by Shavlik (fka Shavlik Protect)"
1,Protect,PRT LIC 00 F,"Ivanti Protect for Ivanti DesktopNow - Named User License, powered by Shavlik"
2,Protect,S-ADV-SV-2G-TLSS-C,Shavlik Protect Advanced for Server: Term License + Basic Support/Subscription for 2 years
1,PROTECT,S-ADV-SV-2P-TLSS-C,Shavlik Protect Advanced for Server: Term License + Production Support/Subscription for 2 years
4,Protect,S-ADV-SV-3G-TLSS-C,Shavlik Protect Advanced for Server: Term License + Basic Support/Subscription for 3 years
5,PROTECT,S-ADV-SV-3P-TLSS-C,Shavlik Protect Advanced for Server: Term License + Production Support/Subscription for 3 years
24,PROTECT,S-ADV-SV-G-TLSS-C,Shavlik Protect Advanced for Server: Term License + Basic Support/Subscription for 1 year
28,PROTECT,S-ADV-SV-P-TLSS-C,Shavlik Protect Advanced for Server: Term License + Production Support/Subscription for 1 year
6,PROTECT,S-ADV-SV-P-TLSS-F,U.S. Federal Shavlik Protect Advanced for Server: Term License + Production Support/Subscription for 1 year
1,PROTECT,S-ADV-WS-2P-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Production Support/Subscription for 2 years
4,Protect,S-ADV-WS-3G-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Basic Support/Subscription for 3 years
9,Protect,S-ADV-WS-3P-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Production Support/Subscription for 3 years
27,Protect,S-ADV-WS-G-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Basic Support/Subscription for 1 year
1,Protect,S-ADVWSGTLSS-C-R,Shavlik Protect Advanced for Workstation: Term License + Basic Support/Subscription for 1 year - Renewal
22,Protect,S-ADV-WS-P-TLSS-C,Shavlik Protect Advanced for Workstation: Term License + Production Support/Subscription for 1 year
1,Protect,S-ADVWSPTLSS-C-R,Shavlik Protect Advanced for Workstation: Term License + Production Support/Subscription for 1 year - Renewal
1,Protect,S-ADV-WS-P-TLSS-F,U.S. Federal Shavlik Protect Advanced for Workstation: Term License + Production Support/Subscription for 1 year
6,Protect,S-AV-P-TLSS-C,Shavlik Protect Antivirus Add-On: Term License + Production Support/Subscription for 1 Year
7,Protect,S-CPC-G-TLSS-C,"Ivanti Custom Patch Content Subscription + Support 1 Yr, powered by Shavlik"
1,Protect,S-CPCGTLSS-C-R,"Ivanti Custom Patch Content Subscription + Support - 1 yr - Renewal, powered by Shavlik"
1,Protect,S-CSL-2G-TLSS-C,Shavlik Protect Console: Term License + Basic Support/Subscription for 2 years
1,Protect,S-CSL-3G-TLSS-C,Shavlik Protect Console: Term License + Basic Support/Subscription for 3 years
1,Protect,S-CSL-3P-TLSS-C,"Ivanti Protect Console: Term License + Support/Subscription for 3 years, powered by Shavlik"
25,Protect,S-CSL-C,"Ivanti Protect Console, powered by Shavlik"
2,Protect,S-CSL-F,"U.S. Federal Ivanti Protect Console, powered by Shavlik"
6,Protect,S-CSL-G-TLSS-C,Shavlik Protect Console: Term License + Basic Support/Subscription for 1 year
5,PROTECT,S-CSL-P-TLSS-C,"Ivanti Protect Console: Term License + Support/Subscription for 1 year, powered by Shavlik"
1,PROTECT,S-FAO-SV-3P-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Server: Term License + Production Support/Subscription for 3 years
1,Protect,S-FAO-SV-G-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Server: Term License + Basic Support/Subscription for 1 year
2,Protect,S-FAO-SV-P-TLSS-C,Shavlik Protect Standard to Advanced Feature Add-On for Server: Term License + Production Support/Subscription for 1 year
2,PROTECT,S-FAO-SV-P-TLSS-F,U.S. Federal Shavlik Protect Standard to Advanced Feature Add-On for Server: Term License + Production Support/Subscription for 1 year
1,Protect,S-FAO-WS-2P-TLSS-F,U.S. Federal Shavlik Protect Standard to Advanced Feature Add-On for Workstation: Term License + Production Support/Subscription for 2 years
1,PROTECT,S-FAO-WS-P-TLSS-F,U.S. Federal Shavlik Protect Standard to Advanced Feature Add-On for Workstation: Term License + Production Support/Subscription for 1 year
1,Protect,SH-CMPTS-UG-G-TLSS-C,Shavlik Configure Migration to vCenter Protect Feature Upgrade for Server - 1 Yr Term License + Basic SNS
1,Protect,SH-CMPTS-UG-G-TLSS-F,U.S. Federal Shavlik Configure Migration to vCenter Protect Feature Upgrade for Server - 1 Yr Term Lic + Basic SNS
1,Protect,SH-CMPTW-UG-G-TLSS-C,Shavlik Configure Migration to vCenter Protect Feature Upgrade for Workstation - 1 Yr Term License + Basic SNS
1,Protect,SH-CMPTW-UG-G-TLSS-F,U.S. Federal Shavlik Configure Migration to vCenter Protect Feature Upgrade for Workstation - 1 Yr Term Lic + Basic SNS
44,Protect,SH-MPTS-UG-G-TLSS-C,Shavlik AV or PM Migration to vCenter Protect Feature Upgrade for Server - 1 Yr Term License + Basic SNS
46,Protect,SH-MPTW-UG-G-TLSS-C,Shavlik AV or PM Migration to vCenter Protect Feature Upgrade for Workstation - 1 Yr Term License + Basic SNS
1,Protect,SKBI-SSI1000-PPL,Shavlik Security Intelligence (<1000)
6,Protect,SKEP-PROFEE-EXP,Processing Fee Expense
2,Protect,SKNP-AU7XS-ADD,Protect 7.X for Servers (Audit Edition) (Add On)
1,Protect,SKNP-AU7XSG-PPL,Shavlik Legacy - Protect 7.X Gov't Edition for Servers (Audit Edition)
28,Protect,SKNP-AU7XS-PPL,Shavlik Legacy - Protect 7.X for Servers (Audit Edition)
1,Protect,SKNP-AU7XWG-PPL,Shavlik Legacy - Protect 7.X Gov't Edition for Workstations (Audit Edition)
12,Protect,SKNP-AU7XW-PPL,Shavlik Legacy - Protect 7.X for Workstations (Audit Edition)
1,Protect,SKNP-AV7XS-CER1-ISUB,"DO NOT SELL Antivirus 7.X Server Subscription, with Certified Ptr Technical Support Services, 1 Year Initial"
4,Protect,SKNP-AV7XS-STD1-ISUB,"DO NOT SELL Antivirus 7.X Server Subscription, with Standard Technical Support Services, 1 Year Initial"
1,Protect,SKNP-AV7XS-STD1-RSUB,"DO NOT SELL Antivirus 7.X Server Subscription, with Standard Technical Support Services, 1 Year Renewal"
2,Protect,SKNP-AV7XS-STD3-ISUB,"DO NOT SELL Antivirus 7.X Server Subscription, with Standard Technical Support Services, 3 Year Initial"
8,Protect,SKNP-AV7XW-STD1-ISUB,"DO NOT SELL Antivirus 7.X Workstation Subscription, with Standard Technical Support Services, 1 Year Initial"
1,Protect,SKNP-AV7XW-STD1-RSUB,"DO NOT SELL Antivirus 7.X Workstation Subscription, with Standard Technical Support Services, 1 Year Renewal"
1,Protect,SKNP-AV7XW-STD3-ISUB,"DO NOT SELL Antivirus 7.X Workstation Subscription, with Standard Technical Support Services, 3 Year Initial"
2,Protect,SKNP-NP6XC-ADD,Protect 6.5 (Distributed Policy Manager - Console Add-On)
1,Protect,SKNP-NP6XS-ADD,Protect 6.0 (Server Edition) - Additional Seats
211,Protect,SKNP-NP7XC-ADD,VMware vCenter Protect Essentials Console
12,Protect,SKNP-NP7XCG-ADD,U.S. Federal VMware vCenter Protect Essentials Console
1191,Protect,SKNP-NP7XS-ADD,Protect 7.X for Servers (Add On)
6,Protect,SKNP-NP7XSAV-ADD,Protect 7.X + AV for Servers (Add On)
1,Protect,SKNP-NP7XSAVPM-PPL,Protect 7.X + AV + PM for Servers
3,Protect,SKNP-NP7XSAVPM-UPG,Upgrade Protect to Protect 7.X + AV + PM (Servers)
12,Protect,SKNP-NP7XSAV-PPL,Protect 7.X + AV for Servers
1,Protect,SKNP-NP7XSAV-UPG,Upgrade Protect to Protect 7.X + AV (Servers)
2,Protect,SKNP-NP7XS-CER1-ISUB,"DO NOT SELL Protect 7.X Server Subscription, with Certified Ptr Support Services, 1 Year Initial"
84,Protect,SKNP-NP7XS-ENH1-ISUB,VMware vCenter Protect Essentials for Server: Term License + Production Support/Subscription for 1 year
4,Protect,SKNP-NP7XS-ENH2-ISUB,VMware vCenter Protect Essentials for Server: Term License + Production Support/Subscription for 2 years
20,Protect,SKNP-NP7XS-ENH3-ISUB,VMware vCenter Protect Essentials for Server: Term License + Production Support/Subscription for 3 years
57,Protect,SKNP-NP7XSG-ADD,Protect 7.X Gov't Edition for Servers (Add On)
1,Protect,SKNP-NP7XSGAVPM-PPL,Protect 7.X + AV + PM Gov't Edition for Servers
4,Protect,SKNP-NP7XSGAV-PPL,Protect 7.X + AV Gov't Edition for Servers
1,Protect,SKNP-NP7XSG-ENH1-ISUB,U.S. Federal VMware vCenter Protect Essentials for Server: Term License + Production Support/Subscription for 1 year
1,Protect,SKNP-NP7XSGPM-PPL,Protect 7.X + PM Gov't Edition for Servers
3,Protect,SKNP-NP7XSGPM-UPG,Upgrade Protect to Protect 7.X + PM Gov't Edition (Servers)
128,Protect,SKNP-NP7XSG-PPL,U.S. Federal VMware vCenter Protect Essentials for Server
4,Protect,SKNP-NP7XSG-STD1-ISUB,U.S. Federal VMware vCenter Protect Essentials for Server: Term License + Basic Support/Subscription for 1 year
3,Protect,SKNP-NP7XSPM-PPL,Protect 7.X + PM for Servers
20,Protect,SKNP-NP7XSPM-UPG,Upgrade Protect to Protect 7.X + PM (Servers)
1139,Protect,SKNP-NP7XS-PPL,VMware vCenter Protect Essentials for Server
152,Protect,SKNP-NP7XS-STD1-ISUB,VMware vCenter Protect Essentials for Server: Term License + Basic Support/Subscription for 1 year
1,Protect,SKNP-NP7XS-STD1-RSUB,"DO NOT SELL Protect 7.X Server Subscription, with Standard Support Services, 1 Year Renewal"
4,Protect,SKNP-NP7XS-STD2-ISUB,VMware vCenter Protect Essentials for Server: Term License + Basic Support/Subscription for 2 years
14,Protect,SKNP-NP7XS-STD3-ISUB,VMware vCenter Protect Essentials for Server: Term License + Basic Support/Subscription for 3 years
8,Protect,SKNP-NP7XS-TRANS,Protect 7.0 (Server Edition) License Transfer Fee
1,Protect,SKNP-NP7XS-XSP,Shavlik Legacy - Protect 7.0 XSP Monthly Subscription for Servers (Add On Seats)
689,Protect,SKNP-NP7XW-ADD,Protect 7.X for Workstations (Add On)
11,Protect,SKNP-NP7XWAV-ADD,Protect 7.X + AV for Workstations (Add On)
1,Protect,SKNP-NP7XWAVPM-ADD,Protect 7.X + AV + PM for Workstations (Add On)
3,Protect,SKNP-NP7XWAVPM-PPL,Protect 7.X + AV + PM for Workstations
4,Protect,SKNP-NP7XWAVPM-UPG,Upgrade Protect to Protect 7.X +  AV + PM (Workstations)
11,Protect,SKNP-NP7XWAV-PPL,Protect 7.X + AV for Workstations
1,Protect,SKNP-NP7XWAV-UPG,Upgrade Protect to Protect 7.X +  AV (Workstations)
4,Protect,SKNP-NP7XW-CER1-ISUB,"DO NOT SELL Protect 7.X Workstation Subscription, with Certified Ptr Support Services, 1 Year Initial"
51,Protect,SKNP-NP7XW-ENH1-ISUB,VMware vCenter Protect Essentials for Workstation: Term License + Production Support/Subscription for 1 year
5,Protect,SKNP-NP7XW-ENH2-ISUB,VMware vCenter Protect Essentials for Workstation: Term License + Production Support/Subscription for 2 years
12,Protect,SKNP-NP7XW-ENH3-ISUB,VMware vCenter Protect Essentials for Workstation: Term License + Production Support/Subscription for 3 years
49,Protect,SKNP-NP7XWG-ADD,Protect 7.X Gov't Edition for Workstations (Add On)
1,Protect,SKNP-NP7XWGAVPM-PPL,Protect 7.X + AV + PM Gov't Edition for Workstations
3,Protect,SKNP-NP7XWGAV-PPL,Protect 7.X + AV Gov't Edition for Workstations
1,Protect,SKNP-NP7XWG-ENH1-ISUB,U.S. Federal VMware vCenter Protect Essentials for Workstation: Term License + Production Support/Subscription for 1 year
2,Protect,SKNP-NP7XWGPM-PPL,Protect 7.X + PM Gov't Edition for Workstations
4,Protect,SKNP-NP7XWGPM-UPG,Upgrade Protect to Protect 7.X + PM Gov't Edition (Workstations)
121,Protect,SKNP-NP7XWG-PPL,U.S. Federal VMware vCenter Protect Essentials for Workstation
1,Protect,SKNP-NP7XWG-STD1-ISUB,U.S. Federal VMware vCenter Protect Essentials for Workstation: Term License + Basic Support/Subscription for 1 year
1,Protect,SKNP-NP7XWG-STD3-ISUB,U.S. Federal VMware vCenter Protect Essentials for Workstation: Term License + Basic Support/Subscription for 3 years
2,Protect,SKNP-NP7XWG-UPG,Upgrade Protect to Protect 7.X Govt. Edition (Workstations)
10,Protect,SKNP-NP7XWPM-ADD,Protect 7.X + PM for Workstations (Add On)
11,Protect,SKNP-NP7XWPM-PPL,Protect 7.X + PM for Workstations
63,Protect,SKNP-NP7XWPM-UPG,Upgrade Protect to Protect 7.X +  PM (Workstations)
715,Protect,SKNP-NP7XW-PPL,VMware vCenter Protect Essentials for Workstation
126,Protect,SKNP-NP7XW-STD1-ISUB,VMware vCenter Protect Essentials for Workstation: Term License + Basic Support/Subscription for 1 year
1,Protect,SKNP-NP7XW-STD1-RSUB,"DO NOT SELL Protect 7.X Workstation Subscription, with Standard Support Services, 1 Year Renewal"
3,Protect,SKNP-NP7XW-STD2-ISUB,VMware vCenter Protect Essentials for Workstation: Term License + Basic Support/Subscription for 2 years
9,Protect,SKNP-NP7XW-STD3-ISUB,VMware vCenter Protect Essentials for Workstation: Term License + Basic Support/Subscription for 3 years
6,Protect,SKNP-NP7XW-TRANS,Protect 7.0 (Workstation Edition) License Transfer Fee
2,Protect,SKNP-NP7XW-XSP,Shavlik Legacy - Protect 7.0 XSP Monthly Subscription for Workstations (Add On Seats)
1,Protect,SKNP-NP7XW-XSP,Protect 7.0 XSP Mo. Subscription - Workstations (Ongoing)
4,Protect,SKNP-NPAVW-PRM,Protect 7.1 (Workstation Ed) ? AV Promo
1,Protect,SKNP-NPB7XSG-ENH1-ISUB,"Gov't Protect Bundle SVR Subscription: Configure, AV, PM, with Enh Support Svcs, 1 Yr Initial"
1,Protect,SKNP-NPB7XSG-STD1-ISUB,"Gov't Protect Bundle SVR Subscription: Configure, AV, PM, with Std Support Svcs, 1 Yr Initial"
1,Protect,SKNP-NPB7XWG-ENH1-ISUB,"Gov't Protect Bundle WS Subscription: Configure, AV, PM, with Enh Support Svcs, 1 Yr Initial"
2,Protect,SKNP-NPB7XWG-STD1-ISUB,"Gov't Protect Bundle WS Subscription: Configure, AV, PM, with Std Support Svcs, 1 Yr Initial"
2,Protect,SKNP-NPNCXS-ADD,Protect 7.0 & Configure 4.0 Bundle (Server Ed.) Add-On Seats
4,Protect,SKNP-PANPS-UPG,Shavlik Legacy - Upgrade Audit to Protect 7.X (Servers)
3,Protect,SKNP-PANPW-UPG,Shavlik Legacy - Upgrade Audit to Protect 7.X (Workstations)
1,Protect,SKNP-PM7XS-CER1-ISUB,"DO NOT SELL Power Management 7.X Server Subscription, with Certified Ptr Technical Support Services, 1 Year Initial"
1,Protect,SKNP-PM7XS-CER1-RSUB,"DO NOT SELL Power Management 7.X Server Subscription, with Certified Ptr Technical Support Services, 1 Year Renewal"
4,Protect,SKNP-PM7XS-STD1-ISUB,"DO NOT SELL Power Management 7.X Server Subscription, with Standard Technical Support Services, 1 Year Initial"
5,Protect,SKNP-PM7XW-CER1-ISUB,"DO NOT SELL Power Management 7.X Workstation Subscription, with Certified Ptr Tech. Support Services, 1 Year Initial"
3,Protect,SKNP-PM7XW-ENH1-ISUB,"DO NOT SELL Power Management 7.X Workstation Subscription, with Enhanced Technical Support Services, 1 Year Initial"
25,Protect,SKNP-PM7XW-STD1-ISUB,"DO NOT SELL Power Management 7.X Workstation Subscription, with Standard Technical Support Services, 1 Year Initial"
1,Protect,SKNP-PM7XW-STD3-ISUB,"DO NOT SELL Power Management 7.X Workstation Subscription, with Standard Technical Support Services, 3 Year Initial"
2,Protect,SKNP-VP7XU-CER1-ISUB,"DO NOT SELL vProtect 7.X Subscription for 3 CPUs, with Cert Ptr Support Svcs, 1 Yr Initial"
1,Protect,SKNP-VP7XU-CER3-ISUB,"vProtect 7.X Subscription for 3 CPUs, with Cert Ptr Support Svcs, 3 Yr Initial"
1,Protect,SKNP-VP7XU-ENH1-ISUB,"vProtect 7.X Subscription for 3 CPUs, with Enh Support Svcs, 1 Yr Initial"
1,Protect,SKNP-VP7XU-STD1-ISUB,"DO NOT SELL vProtect 7.X Subscription for 3 CPUs, with Std Support Svcs, 1 Yr Initial"
1,Protect,SKPA-NA6XC-SUB,Shavlik Legacy - Analyzer v6.x Subscription
1,Protect,SKPD-CP10S-SUB,"Shavlik Legacy - Shavlik Custom Patch Data, Annual Subscription"
6,Protect,SKPD-CP1PA-SUB,"Shavlik Legacy - Shavlik Custom Patch Data, Individual Patch"
27,Protect,SKPR-NC4XS-PPL,Configure 4.X for Servers 2010 Promotion
23,Protect,SKPR-NC4XW-PPL,Configure 4.X for Workstations 2010 Promotion
14,Protect,SKPR-NP7XC-ENH1-ISUB,VMware vCenter Protect Essentials Console: Term License + Production Support/Subscription for 1 year
2,Protect,SKPR-NP7XC-ENH2-ISUB,VMware vCenter Protect Essentials Console: Term License + Production Support/Subscription for 2 years
4,Protect,SKPR-NP7XC-ENH3-ISUB,VMware vCenter Protect Essentials Console: Term License + Production Support/Subscription for 3 years
1,Protect,SKPR-NP7XCG-ENH1-ISUB,U.S. Federal VMware vCenter Protect Essentials Console: Term License + Production Support/Subscription for 1 year
1,Protect,SKPR-NP7XCG-ENH3-ISUB,U.S. Federal VMware vCenter Protect Essentials Console: Term License + Production Support/Subscription for 3 years
14,Protect,SKPR-NP7XC-STD1-ISUB,VMware vCenter Protect Essentials Console: Term License + Basic Support/Subscription for 1 year
4,Protect,SKPR-NPB7XS-CER1-ISUB,"Protect Bundle SVR Subscription: Configure, AV, PM, with Cert Ptr Support Svcs, 1 Yr Initial, Promo"
25,Protect,SKPR-NPB7XS-CER3-ISUB,"Protect Bundle SVR Subscription: Configure, AV, PM, with Cert Ptr Support Svcs, 3 Yr Initial, Promo"
61,Protect,SKPR-NPB7XS-ENH1-ISUB,VMware vCenter Protect Essentials Plus for Server: Term License + Production Support/Subscription for 1 year
1,Protect,SKPR-NPB7XS-ENH2-ISUB,VMware vCenter Protect Essentials Plus for Server: Term License + Production Support/Subscription for 2 years
20,Protect,SKPR-NPB7XS-ENH3-ISUB,VMware vCenter Protect Essentials Plus for Server: Term License + Production Support/Subscription for 3 years
5,Protect,SKPR-NPB7XSG-ENH1-ISUB,U.S. Federal VMware vCenter Protect Essentials Plus for Server: Term License + Production Support/Subscription for 1 year
1,Protect,SKPR-NPB7XSG-ENH3-ISUB,U.S. Federal VMware vCenter Protect Essentials Plus for Server: Term License + Production Support/Subscription for 3 years
3,Protect,SKPR-NPB7XSG-STD1-ISUB,U.S. Federal VMware vCenter Protect Essentials Plus for Server: Term License + Basic Support/Subscription for 1 year
5,Protect,SKPR-NPB7XSG-STD3-ISUB,U.S. Federal VMware vCenter Protect Essentials Plus for Server: Term License + Basic Support/Subscription for 3 years
63,Protect,SKPR-NPB7XS-STD1-ISUB,VMware vCenter Protect Essentials Plus for Server: Term License + Basic Support/Subscription for 1 year
81,Protect,SKPR-NPB7XS-STD3-ISUB,VMware vCenter Protect Essentials Plus for Server: Term License + Basic Support/Subscription for 3 years
4,Protect,SKPR-NPB7XW-CER1-ISUB,"Protect Bundle WS Subscription: Configure, AV, PM, with Cert Ptr Support Svcs, 1 Yr Initial, Promo"
19,Protect,SKPR-NPB7XW-CER3-ISUB,"Protect Bundle WS Subscription: Configure, AV, PM, with Cert Ptr Support Svcs, 3 Yr Initial, Promo"
40,Protect,SKPR-NPB7XW-ENH1-ISUB,VMware vCenter Protect Essentials Plus for Workstation: Term License + Production Support/Subscription for 1 year
14,Protect,SKPR-NPB7XW-ENH3-ISUB,VMware vCenter Protect Essentials Plus for Workstation: Term License + Production Support/Subscription for 3 years
6,Protect,SKPR-NPB7XWG-ENH1-ISUB,U.S. Federal VMware vCenter Protect Essentials Plus for Workstation: Term License + Production Support/Subscription for 1 year
3,Protect,SKPR-NPB7XWG-STD1-ISUB,U.S. Federal VMware vCenter Protect Essentials Plus for Workstation: Term License + Basic Support/Subscription for 1 year
5,Protect,SKPR-NPB7XWG-STD3-ISUB,U.S. Federal VMware vCenter Protect Essentials Plus for Workstation: Term License + Basic Support/Subscription for 3 years
47,Protect,SKPR-NPB7XW-STD1-ISUB,VMware vCenter Protect Essentials Plus for Workstation: Term License + Basic Support/Subscription for 1 year
84,Protect,SKPR-NPB7XW-STD3-ISUB,VMware vCenter Protect Essentials Plus for Workstation: Term License + Basic Support/Subscription for 3 years
45,Protect,SKPR-NPFB7XS-DEF1-ISUB,VMware vCenter Protect Feature Upgrade for Server: Term License + Basic Support/Subscription for 1 year
8,Protect,SKPR-NPFB7XS-DEF3-ISUB,VMware vCenter Protect Feature Upgrade for Server: Term License + Basic Support/Subscription for 3 years
26,Protect,SKPR-NPFB7XS-ENH1-ISUB,VMware vCenter Protect Feature Upgrade for Server: Term License + Production Support/Subscription for 1 year
1,Protect,SKPR-NPFB7XS-ENH2-ISUB,VMware vCenter Protect Feature Upgrade for Server: Term License + Production Support/Subscription for 2 years
2,Protect,SKPR-NPFB7XSG-DEF1-ISUB,U.S. Federal VMware vCenter Protect Feature Upgrade for Server: Term License + Basic Support/Subscription for 1 year
6,Protect,SKPR-NPFB7XSG-ENH1-ISUB,U.S. Federal VMware vCenter Protect Feature Upgrade for Server: Term License + Production Support/Subscription for 1 year
61,Protect,SKPR-NPFB7XW-DEF1-ISUB,VMware vCenter Protect Feature Upgrade for Workstation: Term License + Basic Support/Subscription for 1 year
2,Protect,SKPR-NPFB7XW-DEF2-ISUB,VMware vCenter Protect Feature Upgrade for Workstation: Term License + Basic Support/Subscription for 2 years
4,Protect,SKPR-NPFB7XW-DEF3-ISUB,VMware vCenter Protect Feature Upgrade for Workstation: Term License + Basic Support/Subscription for 3 years
